card_id,image_url
sm5-18,https://images.pokemontcg.io/sm5/18_hires.png
base4-18,https://images.pokemontcg.io/base4/18_hires.png
ex13-15,https://images.pokemontcg.io/ex13/15_hires.png
hgss4-19,https://images.pokemontcg.io/hgss4/19_hires.png
sm3-14,https://images.pokemontcg.io/sm3/14_hires.png
ex14-14,https://images.pokemontcg.io/ex14/14_hires.png
sm2-16,https://images.pokemontcg.io/sm2/16_hires.png
xy1-16,https://images.pokemontcg.io/xy1/16_hires.png
bw1-14,https://images.pokemontcg.io/bw1/14_hires.png
swsh2-10,https://images.pokemontcg.io/swsh2/10_hires.png
dp3-20,https://images.pokemontcg.io/dp3/20_hires.png
sm4-9,https://images.pokemontcg.io/sm4/9_hires.png
ex15-7,https://images.pokemontcg.io/ex15/7_hires.png
hgss3-13,https://images.pokemontcg.io/hgss3/13_hires.png
sm11-9,https://images.pokemontcg.io/sm11/9_hires.png
sm75-15,https://images.pokemontcg.io/sm75/15_hires.png
base2-9,https://images.pokemontcg.io/base2/9_hires.png
ecard3-H13,https://images.pokemontcg.io/ecard3/H13_hires.png
xy3-7,https://images.pokemontcg.io/xy3/7_hires.png
sm12-16,https://images.pokemontcg.io/sm12/16_hires.png
mcd16-7,https://images.pokemontcg.io/mcd16/7_hires.png
pop6-16,https://images.pokemontcg.io/pop6/16_hires.png
dp5-8,https://images.pokemontcg.io/dp5/8_hires.png
ru1-16,https://images.pokemontcg.io/ru1/16_hires.png
pop4-15,https://images.pokemontcg.io/pop4/15_hires.png
bw4-17,https://images.pokemontcg.io/bw4/17_hires.png
sm1-16,https://images.pokemontcg.io/sm1/16_hires.png
sm6-11,https://images.pokemontcg.io/sm6/11_hires.png
ex1-9,https://images.pokemontcg.io/ex1/9_hires.png
ex8-15,https://images.pokemontcg.io/ex8/15_hires.png
hsp-HGSS08,https://images.pokemontcg.io/hsp/HGSS08_hires.png
pl1-19,https://images.pokemontcg.io/pl1/19_hires.png
dp6-7,https://images.pokemontcg.io/dp6/7_hires.png
base5-14,https://images.pokemontcg.io/base5/14_hires.png
ex11-19,https://images.pokemontcg.io/ex11/19_hires.png
bw8-14,https://images.pokemontcg.io/bw8/14_hires.png
bw3-10,https://images.pokemontcg.io/bw3/10_hires.png
np-7,https://images.pokemontcg.io/np/7_hires.png
hgss1-19,https://images.pokemontcg.io/hgss1/19_hires.png
bw6-18,https://images.pokemontcg.io/bw6/18_hires.png
ex4-18,https://images.pokemontcg.io/ex4/18_hires.png
bw7-17,https://images.pokemontcg.io/bw7/17_hires.png
hsp-HGSS09,https://images.pokemontcg.io/hsp/HGSS09_hires.png
ex5-11,https://images.pokemontcg.io/ex5/11_hires.png
xy1-17,https://images.pokemontcg.io/xy1/17_hires.png
hgss2-17,https://images.pokemontcg.io/hgss2/17_hires.png
xy12-10,https://images.pokemontcg.io/xy12/10_hires.png
sma-SV10,https://images.pokemontcg.io/sma/SV10_hires.png
xyp-XY08,https://images.pokemontcg.io/xyp/XY08_hires.png
dp4-14,https://images.pokemontcg.io/dp4/14_hires.png
mcd16-8,https://images.pokemontcg.io/mcd16/8_hires.png
dp1-17,https://images.pokemontcg.io/dp1/17_hires.png
swsh1-17,https://images.pokemontcg.io/swsh1/17_hires.png
sm3-15,https://images.pokemontcg.io/sm3/15_hires.png
ex16-8,https://images.pokemontcg.io/ex16/8_hires.png
ex1-10,https://images.pokemontcg.io/ex1/10_hires.png
base4-19,https://images.pokemontcg.io/base4/19_hires.png
ex15-8,https://images.pokemontcg.io/ex15/8_hires.png
basep-14,https://images.pokemontcg.io/basep/14_hires.png
base6-17,https://images.pokemontcg.io/base6/17_hires.png
sm7-12,https://images.pokemontcg.io/sm7/12_hires.png
ex7-18,https://images.pokemontcg.io/ex7/18_hires.png
neo3-16,https://images.pokemontcg.io/neo3/16_hires.png
sm35-8,https://images.pokemontcg.io/sm35/8_hires.png
ecard1-9,https://images.pokemontcg.io/ecard1/9_hires.png
xy7-18,https://images.pokemontcg.io/xy7/18_hires.png
xy6-14,https://images.pokemontcg.io/xy6/14_hires.png
dp5-9,https://images.pokemontcg.io/dp5/9_hires.png
dp2-10,https://images.pokemontcg.io/dp2/10_hires.png
sm5-19,https://images.pokemontcg.io/sm5/19_hires.png
ex9-18,https://images.pokemontcg.io/ex9/18_hires.png
dp6-8,https://images.pokemontcg.io/dp6/8_hires.png
sm4-10,https://images.pokemontcg.io/sm4/10_hires.png
sm2-17,https://images.pokemontcg.io/sm2/17_hires.png
xy9-9,https://images.pokemontcg.io/xy9/9_hires.png
swsh4-14,https://images.pokemontcg.io/swsh4/14_hires.png
neo1-10,https://images.pokemontcg.io/neo1/10_hires.png
ecard3-H14,https://images.pokemontcg.io/ecard3/H14_hires.png
sm115-19,https://images.pokemontcg.io/sm115/19_hires.png
neo2-9,https://images.pokemontcg.io/neo2/9_hires.png
xy11-20,https://images.pokemontcg.io/xy11/20_hires.png
bw1-15,https://images.pokemontcg.io/bw1/15_hires.png
bw10-20,https://images.pokemontcg.io/bw10/20_hires.png
dp7-9,https://images.pokemontcg.io/dp7/9_hires.png
pl2-14,https://images.pokemontcg.io/pl2/14_hires.png
bw8-15,https://images.pokemontcg.io/bw8/15_hires.png
pop1-17,https://images.pokemontcg.io/pop1/17_hires.png
xy0-11,https://images.pokemontcg.io/xy0/11_hires.png
xy10-17,https://images.pokemontcg.io/xy10/17_hires.png
pl3-17,https://images.pokemontcg.io/pl3/17_hires.png
bw11-20,https://images.pokemontcg.io/bw11/20_hires.png
ex14-15,https://images.pokemontcg.io/ex14/15_hires.png
swsh3-10,https://images.pokemontcg.io/swsh3/10_hires.png
neo4-17,https://images.pokemontcg.io/neo4/17_hires.png
pop3-15,https://images.pokemontcg.io/pop3/15_hires.png
sm9-19,https://images.pokemontcg.io/sm9/19_hires.png
xy5-17,https://images.pokemontcg.io/xy5/17_hires.png
pop6-17,https://images.pokemontcg.io/pop6/17_hires.png
pop5-13,https://images.pokemontcg.io/pop5/13_hires.png
bw4-18,https://images.pokemontcg.io/bw4/18_hires.png
dp3-21,https://images.pokemontcg.io/dp3/21_hires.png
pop4-16,https://images.pokemontcg.io/pop4/16_hires.png
g1-8,https://images.pokemontcg.io/g1/8_hires.png
hgss3-14,https://images.pokemontcg.io/hgss3/14_hires.png
ex8-16,https://images.pokemontcg.io/ex8/16_hires.png
base2-10,https://images.pokemontcg.io/base2/10_hires.png
ex12-20,https://images.pokemontcg.io/ex12/20_hires.png
swshp-SWSH008,https://images.pokemontcg.io/swshp/SWSH008_hires.png
sm8-15,https://images.pokemontcg.io/sm8/15_hires.png
xy4-16,https://images.pokemontcg.io/xy4/16_hires.png
base3-19,https://images.pokemontcg.io/base3/19_hires.png
sm12-17,https://images.pokemontcg.io/sm12/17_hires.png
col1-18,https://images.pokemontcg.io/col1/18_hires.png
ecard2-H21,https://images.pokemontcg.io/ecard2/H21_hires.png
xy2-21,https://images.pokemontcg.io/xy2/21_hires.png
ex10-17,https://images.pokemontcg.io/ex10/17_hires.png
bw9-15,https://images.pokemontcg.io/bw9/15_hires.png
swsh2-11,https://images.pokemontcg.io/swsh2/11_hires.png
pop9-17,https://images.pokemontcg.io/pop9/17_hires.png
smp-SM11,https://images.pokemontcg.io/smp/SM11_hires.png
dpp-DP18,https://images.pokemontcg.io/dpp/DP18_hires.png
swsh35-19,https://images.pokemontcg.io/swsh35/19_hires.png
sm10-10,https://images.pokemontcg.io/sm10/10_hires.png
bw5-13,https://images.pokemontcg.io/bw5/13_hires.png
bwp-BW10,https://images.pokemontcg.io/bwp/BW10_hires.png
ex3-17,https://images.pokemontcg.io/ex3/17_hires.png
sm1-17,https://images.pokemontcg.io/sm1/17_hires.png
bw2-10,https://images.pokemontcg.io/bw2/10_hires.png
dc1-9,https://images.pokemontcg.io/dc1/9_hires.png
ecard1-10,https://images.pokemontcg.io/ecard1/10_hires.png
bw1-16,https://images.pokemontcg.io/bw1/16_hires.png
ex9-19,https://images.pokemontcg.io/ex9/19_hires.png
gym2-21,https://images.pokemontcg.io/gym2/21_hires.png
hgss1-20,https://images.pokemontcg.io/hgss1/20_hires.png
sm115-20,https://images.pokemontcg.io/sm115/20_hires.png
dp7-10,https://images.pokemontcg.io/dp7/10_hires.png
swsh35-20,https://images.pokemontcg.io/swsh35/20_hires.png
pl4-17,https://images.pokemontcg.io/pl4/17_hires.png
sm11-10,https://images.pokemontcg.io/sm11/10_hires.png
neo2-10,https://images.pokemontcg.io/neo2/10_hires.png
bw9-16,https://images.pokemontcg.io/bw9/16_hires.png
base2-11,https://images.pokemontcg.io/base2/11_hires.png
sm5-20,https://images.pokemontcg.io/sm5/20_hires.png
pl3-18,https://images.pokemontcg.io/pl3/18_hires.png
dp2-11,https://images.pokemontcg.io/dp2/11_hires.png
bw7-18,https://images.pokemontcg.io/bw7/18_hires.png
sm12-18,https://images.pokemontcg.io/sm12/18_hires.png
ecard3-H15,https://images.pokemontcg.io/ecard3/H15_hires.png
bwp-BW11,https://images.pokemontcg.io/bwp/BW11_hires.png
sm35-9,https://images.pokemontcg.io/sm35/9_hires.png
base4-20,https://images.pokemontcg.io/base4/20_hires.png
ex15-9,https://images.pokemontcg.io/ex15/9_hires.png
xy4-17,https://images.pokemontcg.io/xy4/17_hires.png
xy2-22,https://images.pokemontcg.io/xy2/22_hires.png
bw4-19,https://images.pokemontcg.io/bw4/19_hires.png
sm6-12,https://images.pokemontcg.io/sm6/12_hires.png
np-8,https://images.pokemontcg.io/np/8_hires.png
dpp-DP19,https://images.pokemontcg.io/dpp/DP19_hires.png
dp3-22,https://images.pokemontcg.io/dp3/22_hires.png
bw2-11,https://images.pokemontcg.io/bw2/11_hires.png
xy7-19,https://images.pokemontcg.io/xy7/19_hires.png
dp5-10,https://images.pokemontcg.io/dp5/10_hires.png
swsh2-12,https://images.pokemontcg.io/swsh2/12_hires.png
sm10-11,https://images.pokemontcg.io/sm10/11_hires.png
basep-15,https://images.pokemontcg.io/basep/15_hires.png
ex14-16,https://images.pokemontcg.io/ex14/16_hires.png
bw6-19,https://images.pokemontcg.io/bw6/19_hires.png
col1-19,https://images.pokemontcg.io/col1/19_hires.png
pop5-14,https://images.pokemontcg.io/pop5/14_hires.png
ex4-19,https://images.pokemontcg.io/ex4/19_hires.png
sm8-16,https://images.pokemontcg.io/sm8/16_hires.png
ex10-18,https://images.pokemontcg.io/ex10/18_hires.png
hgss3-15,https://images.pokemontcg.io/hgss3/15_hires.png
smp-SM12,https://images.pokemontcg.io/smp/SM12_hires.png
sm2-18,https://images.pokemontcg.io/sm2/18_hires.png
xy6-15,https://images.pokemontcg.io/xy6/15_hires.png
sm1-18,https://images.pokemontcg.io/sm1/18_hires.png
xy3-8,https://images.pokemontcg.io/xy3/8_hires.png
ex3-18,https://images.pokemontcg.io/ex3/18_hires.png
dv1-21,https://images.pokemontcg.io/dv1/21_hires.png
sm4-11,https://images.pokemontcg.io/sm4/11_hires.png
sm7-13,https://images.pokemontcg.io/sm7/13_hires.png
ex1-11,https://images.pokemontcg.io/ex1/11_hires.png
ex2-11,https://images.pokemontcg.io/ex2/11_hires.png
xy0-12,https://images.pokemontcg.io/xy0/12_hires.png
sma-SV11,https://images.pokemontcg.io/sma/SV11_hires.png
xyp-XY09,https://images.pokemontcg.io/xyp/XY09_hires.png
sm3-16,https://images.pokemontcg.io/sm3/16_hires.png
bw11-21,https://images.pokemontcg.io/bw11/21_hires.png
hgss4-20,https://images.pokemontcg.io/hgss4/20_hires.png
xy9-10,https://images.pokemontcg.io/xy9/10_hires.png
dp1-18,https://images.pokemontcg.io/dp1/18_hires.png
bw8-16,https://images.pokemontcg.io/bw8/16_hires.png
xy1-18,https://images.pokemontcg.io/xy1/18_hires.png
base6-18,https://images.pokemontcg.io/base6/18_hires.png
ex12-21,https://images.pokemontcg.io/ex12/21_hires.png
swsh1-18,https://images.pokemontcg.io/swsh1/18_hires.png
xy8-13,https://images.pokemontcg.io/xy8/13_hires.png
swsh3-11,https://images.pokemontcg.io/swsh3/11_hires.png
dp6-9,https://images.pokemontcg.io/dp6/9_hires.png
swshp-SWSH009,https://images.pokemontcg.io/swshp/SWSH009_hires.png
dp4-15,https://images.pokemontcg.io/dp4/15_hires.png
bw5-14,https://images.pokemontcg.io/bw5/14_hires.png
ex6-13,https://images.pokemontcg.io/ex6/13_hires.png
ex8-17,https://images.pokemontcg.io/ex8/17_hires.png
ex5-12,https://images.pokemontcg.io/ex5/12_hires.png
ex7-19,https://images.pokemontcg.io/ex7/19_hires.png
hsp-HGSS10,https://images.pokemontcg.io/hsp/HGSS10_hires.png
xy10-18,https://images.pokemontcg.io/xy10/18_hires.png
xy12-11,https://images.pokemontcg.io/xy12/11_hires.png
mcd16-9,https://images.pokemontcg.io/mcd16/9_hires.png
bw10-21,https://images.pokemontcg.io/bw10/21_hires.png
neo4-18,https://images.pokemontcg.io/neo4/18_hires.png
pl2-15,https://images.pokemontcg.io/pl2/15_hires.png
neo1-11,https://images.pokemontcg.io/neo1/11_hires.png
dc1-10,https://images.pokemontcg.io/dc1/10_hires.png
ex16-9,https://images.pokemontcg.io/ex16/9_hires.png
pop3-16,https://images.pokemontcg.io/pop3/16_hires.png
pop4-17,https://images.pokemontcg.io/pop4/17_hires.png
ex13-16,https://images.pokemontcg.io/ex13/16_hires.png
sm9-20,https://images.pokemontcg.io/sm9/20_hires.png
xy5-18,https://images.pokemontcg.io/xy5/18_hires.png
hgss2-18,https://images.pokemontcg.io/hgss2/18_hires.png
bw3-11,https://images.pokemontcg.io/bw3/11_hires.png
pop8-12,https://images.pokemontcg.io/pop8/12_hires.png
base1-18,https://images.pokemontcg.io/base1/18_hires.png
col1-20,https://images.pokemontcg.io/col1/20_hires.png
dp2-12,https://images.pokemontcg.io/dp2/12_hires.png
sm10-12,https://images.pokemontcg.io/sm10/12_hires.png
bw10-22,https://images.pokemontcg.io/bw10/22_hires.png
ex16-10,https://images.pokemontcg.io/ex16/10_hires.png
sm6-13,https://images.pokemontcg.io/sm6/13_hires.png
bw5-15,https://images.pokemontcg.io/bw5/15_hires.png
xy9-11,https://images.pokemontcg.io/xy9/11_hires.png
dp4-16,https://images.pokemontcg.io/dp4/16_hires.png
smp-SM13,https://images.pokemontcg.io/smp/SM13_hires.png
swshp-SWSH010,https://images.pokemontcg.io/swshp/SWSH010_hires.png
ex6-14,https://images.pokemontcg.io/ex6/14_hires.png
sm8-17,https://images.pokemontcg.io/sm8/17_hires.png
sm35-10,https://images.pokemontcg.io/sm35/10_hires.png
xy2-23,https://images.pokemontcg.io/xy2/23_hires.png
bwp-BW12,https://images.pokemontcg.io/bwp/BW12_hires.png
ex4-20,https://images.pokemontcg.io/ex4/20_hires.png
neo2-11,https://images.pokemontcg.io/neo2/11_hires.png
dc1-11,https://images.pokemontcg.io/dc1/11_hires.png
ecard1-11,https://images.pokemontcg.io/ecard1/11_hires.png
pl4-18,https://images.pokemontcg.io/pl4/18_hires.png
hgss1-21,https://images.pokemontcg.io/hgss1/21_hires.png
xy8-14,https://images.pokemontcg.io/xy8/14_hires.png
ex5-13,https://images.pokemontcg.io/ex5/13_hires.png
np-9,https://images.pokemontcg.io/np/9_hires.png
gym2-22,https://images.pokemontcg.io/gym2/22_hires.png
base3-20,https://images.pokemontcg.io/base3/20_hires.png
swsh2-13,https://images.pokemontcg.io/swsh2/13_hires.png
sm75-16,https://images.pokemontcg.io/sm75/16_hires.png
bw3-12,https://images.pokemontcg.io/bw3/12_hires.png
bw2-12,https://images.pokemontcg.io/bw2/12_hires.png
bw7-19,https://images.pokemontcg.io/bw7/19_hires.png
hsp-HGSS11,https://images.pokemontcg.io/hsp/HGSS11_hires.png
hgss3-16,https://images.pokemontcg.io/hgss3/16_hires.png
sm5-21,https://images.pokemontcg.io/sm5/21_hires.png
bw6-20,https://images.pokemontcg.io/bw6/20_hires.png
sm1-19,https://images.pokemontcg.io/sm1/19_hires.png
sm9-21,https://images.pokemontcg.io/sm9/21_hires.png
ex10-19,https://images.pokemontcg.io/ex10/19_hires.png
ex11-20,https://images.pokemontcg.io/ex11/20_hires.png
ex3-19,https://images.pokemontcg.io/ex3/19_hires.png
base6-19,https://images.pokemontcg.io/base6/19_hires.png
pl1-20,https://images.pokemontcg.io/pl1/20_hires.png
xy7-20,https://images.pokemontcg.io/xy7/20_hires.png
sma-SV12,https://images.pokemontcg.io/sma/SV12_hires.png
swsh1-19,https://images.pokemontcg.io/swsh1/19_hires.png
g1-9,https://images.pokemontcg.io/g1/9_hires.png
swsh3-12,https://images.pokemontcg.io/swsh3/12_hires.png
ex13-17,https://images.pokemontcg.io/ex13/17_hires.png
pop3-17,https://images.pokemontcg.io/pop3/17_hires.png
ex1-12,https://images.pokemontcg.io/ex1/12_hires.png
xy1-19,https://images.pokemontcg.io/xy1/19_hires.png
base4-21,https://images.pokemontcg.io/base4/21_hires.png
sm4-12,https://images.pokemontcg.io/sm4/12_hires.png
sm115-21,https://images.pokemontcg.io/sm115/21_hires.png
xy11-22,https://images.pokemontcg.io/xy11/22_hires.png
base2-12,https://images.pokemontcg.io/base2/12_hires.png
xy0-13,https://images.pokemontcg.io/xy0/13_hires.png
xy5-19,https://images.pokemontcg.io/xy5/19_hires.png
bw9-17,https://images.pokemontcg.io/bw9/17_hires.png
ex8-18,https://images.pokemontcg.io/ex8/18_hires.png
bw11-22,https://images.pokemontcg.io/bw11/22_hires.png
dp1-19,https://images.pokemontcg.io/dp1/19_hires.png
hgss4-21,https://images.pokemontcg.io/hgss4/21_hires.png
pop8-13,https://images.pokemontcg.io/pop8/13_hires.png
ecard2-H22,https://images.pokemontcg.io/ecard2/H22_hires.png
ex14-17,https://images.pokemontcg.io/ex14/17_hires.png
xy12-12,https://images.pokemontcg.io/xy12/12_hires.png
ex15-10,https://images.pokemontcg.io/ex15/10_hires.png
sm12-19,https://images.pokemontcg.io/sm12/19_hires.png
xy3-9,https://images.pokemontcg.io/xy3/9_hires.png
sm3-17,https://images.pokemontcg.io/sm3/17_hires.png
sm11-11,https://images.pokemontcg.io/sm11/11_hires.png
ex12-22,https://images.pokemontcg.io/ex12/22_hires.png
mcd16-10,https://images.pokemontcg.io/mcd16/10_hires.png
neo1-12,https://images.pokemontcg.io/neo1/12_hires.png
neo3-17,https://images.pokemontcg.io/neo3/17_hires.png
pl2-16,https://images.pokemontcg.io/pl2/16_hires.png
swsh4-15,https://images.pokemontcg.io/swsh4/15_hires.png
sm7-14,https://images.pokemontcg.io/sm7/14_hires.png
hgss2-19,https://images.pokemontcg.io/hgss2/19_hires.png
sm2-19,https://images.pokemontcg.io/sm2/19_hires.png
bw1-17,https://images.pokemontcg.io/bw1/17_hires.png
dp3-23,https://images.pokemontcg.io/dp3/23_hires.png
xyp-XY10,https://images.pokemontcg.io/xyp/XY10_hires.png
neo4-19,https://images.pokemontcg.io/neo4/19_hires.png
bw8-17,https://images.pokemontcg.io/bw8/17_hires.png
ex9-20,https://images.pokemontcg.io/ex9/20_hires.png
bw4-20,https://images.pokemontcg.io/bw4/20_hires.png
dp6-10,https://images.pokemontcg.io/dp6/10_hires.png
xy4-18,https://images.pokemontcg.io/xy4/18_hires.png
pop2-12,https://images.pokemontcg.io/pop2/12_hires.png
xy6-16,https://images.pokemontcg.io/xy6/16_hires.png
ecard3-H16,https://images.pokemontcg.io/ecard3/H16_hires.png
xy3-10,https://images.pokemontcg.io/xy3/10_hires.png
sm12-20,https://images.pokemontcg.io/sm12/20_hires.png
xy0-14,https://images.pokemontcg.io/xy0/14_hires.png
pl1-21,https://images.pokemontcg.io/pl1/21_hires.png
hgss4-22,https://images.pokemontcg.io/hgss4/22_hires.png
ex3-20,https://images.pokemontcg.io/ex3/20_hires.png
sm75-17,https://images.pokemontcg.io/sm75/17_hires.png
swsh3-13,https://images.pokemontcg.io/swsh3/13_hires.png
bw4-21,https://images.pokemontcg.io/bw4/21_hires.png
bw7-20,https://images.pokemontcg.io/bw7/20_hires.png
dpp-DP20,https://images.pokemontcg.io/dpp/DP20_hires.png
swsh2-14,https://images.pokemontcg.io/swsh2/14_hires.png
dp5-11,https://images.pokemontcg.io/dp5/11_hires.png
xy1-20,https://images.pokemontcg.io/xy1/20_hires.png
gym2-23,https://images.pokemontcg.io/gym2/23_hires.png
base6-20,https://images.pokemontcg.io/base6/20_hires.png
xy9-12,https://images.pokemontcg.io/xy9/12_hires.png
ex10-20,https://images.pokemontcg.io/ex10/20_hires.png
base2-13,https://images.pokemontcg.io/base2/13_hires.png
neo4-20,https://images.pokemontcg.io/neo4/20_hires.png
xy10-20,https://images.pokemontcg.io/xy10/20_hires.png
bw11-23,https://images.pokemontcg.io/bw11/23_hires.png
xy7-21,https://images.pokemontcg.io/xy7/21_hires.png
ex2-12,https://images.pokemontcg.io/ex2/12_hires.png
dp2-13,https://images.pokemontcg.io/dp2/13_hires.png
xy6-17,https://images.pokemontcg.io/xy6/17_hires.png
base1-19,https://images.pokemontcg.io/base1/19_hires.png
base4-22,https://images.pokemontcg.io/base4/22_hires.png
sm6-14,https://images.pokemontcg.io/sm6/14_hires.png
ex4-21,https://images.pokemontcg.io/ex4/21_hires.png
ex1-13,https://images.pokemontcg.io/ex1/13_hires.png
xy12-13,https://images.pokemontcg.io/xy12/13_hires.png
bw2-13,https://images.pokemontcg.io/bw2/13_hires.png
sm11-12,https://images.pokemontcg.io/sm11/12_hires.png
base3-21,https://images.pokemontcg.io/base3/21_hires.png
bw6-21,https://images.pokemontcg.io/bw6/21_hires.png
ex8-19,https://images.pokemontcg.io/ex8/19_hires.png
ex15-11,https://images.pokemontcg.io/ex15/11_hires.png
sm10-13,https://images.pokemontcg.io/sm10/13_hires.png
pop2-13,https://images.pokemontcg.io/pop2/13_hires.png
bw1-18,https://images.pokemontcg.io/bw1/18_hires.png
pop5-15,https://images.pokemontcg.io/pop5/15_hires.png
neo3-18,https://images.pokemontcg.io/neo3/18_hires.png
ex11-21,https://images.pokemontcg.io/ex11/21_hires.png
swshp-SWSH011,https://images.pokemontcg.io/swshp/SWSH011_hires.png
pl2-17,https://images.pokemontcg.io/pl2/17_hires.png
bw10-23,https://images.pokemontcg.io/bw10/23_hires.png
ecard2-H23,https://images.pokemontcg.io/ecard2/H23_hires.png
swsh4-16,https://images.pokemontcg.io/swsh4/16_hires.png
xy8-15,https://images.pokemontcg.io/xy8/15_hires.png
xy2-24,https://images.pokemontcg.io/xy2/24_hires.png
dc1-12,https://images.pokemontcg.io/dc1/12_hires.png
hgss3-17,https://images.pokemontcg.io/hgss3/17_hires.png
dp4-17,https://images.pokemontcg.io/dp4/17_hires.png
sm4-13,https://images.pokemontcg.io/sm4/13_hires.png
pl3-19,https://images.pokemontcg.io/pl3/19_hires.png
ex7-20,https://images.pokemontcg.io/ex7/20_hires.png
sm3-18,https://images.pokemontcg.io/sm3/18_hires.png
pop8-14,https://images.pokemontcg.io/pop8/14_hires.png
bw3-13,https://images.pokemontcg.io/bw3/13_hires.png
ex14-18,https://images.pokemontcg.io/ex14/18_hires.png
dp7-11,https://images.pokemontcg.io/dp7/11_hires.png
bw8-18,https://images.pokemontcg.io/bw8/18_hires.png
sm5-22,https://images.pokemontcg.io/sm5/22_hires.png
ex6-15,https://images.pokemontcg.io/ex6/15_hires.png
ecard1-12,https://images.pokemontcg.io/ecard1/12_hires.png
dp3-24,https://images.pokemontcg.io/dp3/24_hires.png
sm2-19a,https://images.pokemontcg.io/sm2/19a_hires.png
sm8-18,https://images.pokemontcg.io/sm8/18_hires.png
neo1-13,https://images.pokemontcg.io/neo1/13_hires.png
hgss1-22,https://images.pokemontcg.io/hgss1/22_hires.png
neo2-12,https://images.pokemontcg.io/neo2/12_hires.png
basep-17,https://images.pokemontcg.io/basep/17_hires.png
ex13-18,https://images.pokemontcg.io/ex13/18_hires.png
ex16-11,https://images.pokemontcg.io/ex16/11_hires.png
dp6-11,https://images.pokemontcg.io/dp6/11_hires.png
ex9-21,https://images.pokemontcg.io/ex9/21_hires.png
col1-21,https://images.pokemontcg.io/col1/21_hires.png
sm1-20,https://images.pokemontcg.io/sm1/20_hires.png
dp1-20,https://images.pokemontcg.io/dp1/20_hires.png
g1-10,https://images.pokemontcg.io/g1/10_hires.png
sm7-15,https://images.pokemontcg.io/sm7/15_hires.png
xy4-19,https://images.pokemontcg.io/xy4/19_hires.png
ex5-14,https://images.pokemontcg.io/ex5/14_hires.png
np-10,https://images.pokemontcg.io/np/10_hires.png
bw9-18,https://images.pokemontcg.io/bw9/18_hires.png
xy5-20,https://images.pokemontcg.io/xy5/20_hires.png
mcd16-11,https://images.pokemontcg.io/mcd16/11_hires.png
ecard3-H17,https://images.pokemontcg.io/ecard3/H17_hires.png
pl4-19,https://images.pokemontcg.io/pl4/19_hires.png
swsh35-21,https://images.pokemontcg.io/swsh35/21_hires.png
hgss2-20,https://images.pokemontcg.io/hgss2/20_hires.png
xy11-23,https://images.pokemontcg.io/xy11/23_hires.png
sm35-10a,https://images.pokemontcg.io/sm35/10a_hires.png
sm115-22,https://images.pokemontcg.io/sm115/22_hires.png
bw5-16,https://images.pokemontcg.io/bw5/16_hires.png
xyp-XY11,https://images.pokemontcg.io/xyp/XY11_hires.png
pop5-16,https://images.pokemontcg.io/pop5/16_hires.png
ex16-12,https://images.pokemontcg.io/ex16/12_hires.png
pl2-18,https://images.pokemontcg.io/pl2/18_hires.png
ecard2-H24,https://images.pokemontcg.io/ecard2/H24_hires.png
ex4-22,https://images.pokemontcg.io/ex4/22_hires.png
sm2-20,https://images.pokemontcg.io/sm2/20_hires.png
bwp-BW13,https://images.pokemontcg.io/bwp/BW13_hires.png
xy3-11,https://images.pokemontcg.io/xy3/11_hires.png
ex7-21,https://images.pokemontcg.io/ex7/21_hires.png
bw6-22,https://images.pokemontcg.io/bw6/22_hires.png
base5-18,https://images.pokemontcg.io/base5/18_hires.png
dp6-12,https://images.pokemontcg.io/dp6/12_hires.png
xy10-21,https://images.pokemontcg.io/xy10/21_hires.png
swsh35-22,https://images.pokemontcg.io/swsh35/22_hires.png
swsh3-14,https://images.pokemontcg.io/swsh3/14_hires.png
ex12-23,https://images.pokemontcg.io/ex12/23_hires.png
ex9-22,https://images.pokemontcg.io/ex9/22_hires.png
bw10-24,https://images.pokemontcg.io/bw10/24_hires.png
xy7-22,https://images.pokemontcg.io/xy7/22_hires.png
gym1-20,https://images.pokemontcg.io/gym1/20_hires.png
sma-SV13,https://images.pokemontcg.io/sma/SV13_hires.png
ex1-14,https://images.pokemontcg.io/ex1/14_hires.png
hsp-HGSS12,https://images.pokemontcg.io/hsp/HGSS12_hires.png
bw1-19,https://images.pokemontcg.io/bw1/19_hires.png
dp3-25,https://images.pokemontcg.io/dp3/25_hires.png
xy0-15,https://images.pokemontcg.io/xy0/15_hires.png
base3-22,https://images.pokemontcg.io/base3/22_hires.png
mcd16-12,https://images.pokemontcg.io/mcd16/12_hires.png
gym2-24,https://images.pokemontcg.io/gym2/24_hires.png
bw8-19,https://images.pokemontcg.io/bw8/19_hires.png
pl4-20,https://images.pokemontcg.io/pl4/20_hires.png
sm3-18a,https://images.pokemontcg.io/sm3/18a_hires.png
bw9-19,https://images.pokemontcg.io/bw9/19_hires.png
bw7-21,https://images.pokemontcg.io/bw7/21_hires.png
swsh4-17,https://images.pokemontcg.io/swsh4/17_hires.png
ex11-22,https://images.pokemontcg.io/ex11/22_hires.png
pl1-22,https://images.pokemontcg.io/pl1/22_hires.png
bw4-22,https://images.pokemontcg.io/bw4/22_hires.png
ex14-19,https://images.pokemontcg.io/ex14/19_hires.png
dp7-12,https://images.pokemontcg.io/dp7/12_hires.png
sm115-23,https://images.pokemontcg.io/sm115/23_hires.png
ex13-19,https://images.pokemontcg.io/ex13/19_hires.png
ecard1-13,https://images.pokemontcg.io/ecard1/13_hires.png
